"","Education","Marital_Status","Income","MntWines","MntFruits","MntMeatProducts","MntFishProducts","MntSweetProducts","MntGoldProds","NumDealsPurchases","NumWebPurchases","NumCatalogPurchases","NumStorePurchases","NumWebVisitsMonth","Complain","Age","Kids","Tenure","AcceptedCamp","TotalSpent","km3.cluster"
"596",2,1,17459,6,4,16,3,10,30,3,3,1,2,7,0,47,1,111,0,69,1
"597",2,0,23910,16,12,18,7,1,13,1,2,0,3,7,0,53,1,122,0,67,1
"598",2,1,42169,19,0,9,0,0,2,2,1,0,3,8,0,53,2,110,0,30,1
"599",2,1,26224,4,7,15,13,9,15,3,2,1,3,6,0,44,1,115,0,63,1
"600",2,1,31089,31,3,31,2,8,4,3,3,0,4,8,0,41,1,125,0,79,1
"601",2,0,30081,36,0,2,0,0,4,1,1,0,3,7,0,61,1,118,0,42,1
"602",2,1,62807,526,28,135,10,21,99,3,5,3,12,5,0,62,1,124,0,819,3
"603",2,0,72906,400,32,519,71,75,54,1,3,4,9,1,0,67,0,111,0,1151,2
"604",3,1,61467,410,16,114,0,5,49,3,5,2,10,5,0,74,2,121,0,594,3
"605",2,1,49618,80,3,26,4,2,14,4,3,1,3,7,0,56,2,119,0,129,1
"606",2,0,21888,88,10,46,2,3,64,4,5,1,2,10,0,36,1,120,0,213,1
"607",2,0,42429,55,0,6,2,0,4,2,1,1,3,5,0,49,1,106,0,67,1
"608",2,0,26150,5,1,13,3,5,1,1,1,0,3,7,0,66,3,118,0,28,1
"609",1,1,30801,8,4,5,15,2,11,2,1,0,3,7,0,47,1,122,0,45,1
"610",2,1,81168,410,0,592,147,22,22,1,6,4,7,3,0,57,0,104,1,1193,2
"611",2,0,26877,101,13,76,20,18,40,2,3,1,6,6,0,53,0,112,0,268,1
"612",2,0,45006,162,25,53,16,0,10,1,3,1,7,3,0,78,0,113,0,266,1
"613",1,1,18978,2,8,1,4,7,15,1,1,0,3,8,0,49,1,121,0,37,1
"614",2,1,22574,25,0,8,2,0,2,2,2,0,3,7,0,55,3,110,0,37,1
"615",3,0,48240,389,91,248,64,49,41,3,6,3,13,5,0,53,0,122,0,882,3
"616",2,1,45837,215,13,87,17,17,24,5,6,2,5,7,0,48,2,113,0,373,3
"617",2,0,35791,27,0,5,0,0,3,2,1,0,3,8,0,57,3,116,0,35,1
"618",3,1,162397,85,1,16,2,1,2,0,0,0,1,1,0,46,2,115,0,107,1
"619",2,0,54162,5,6,10,6,5,10,1,1,0,3,4,0,44,2,117,0,42,1
"620",2,1,30522,179,8,83,19,11,26,5,1,2,9,2,0,62,1,125,0,326,3
"621",3,1,54456,352,0,27,10,0,15,3,6,1,7,6,0,61,1,114,0,404,3
"622",2,0,31632,17,8,12,11,15,32,1,2,1,2,7,0,51,0,114,0,95,1
"623",2,0,72298,625,35,169,58,17,35,1,4,3,6,1,0,73,0,106,2,939,2
"624",2,0,36975,10,6,11,0,4,2,1,1,0,3,7,0,44,1,108,0,33,1
"625",2,1,72635,390,22,323,104,35,107,1,6,8,6,3,0,67,0,115,1,981,2
"626",2,1,13624,10,2,15,2,1,6,2,2,0,3,6,0,46,1,119,0,36,1
"627",2,0,84196,215,63,507,231,31,190,1,8,4,7,3,0,47,1,115,0,1237,2
"628",2,1,70971,1001,17,572,93,125,17,7,11,11,5,7,0,62,1,123,0,1825,3
"629",3,0,34487,19,18,33,24,1,8,3,3,0,3,9,0,45,2,124,0,103,1
"630",2,0,28769,41,5,129,10,3,3,3,4,1,4,9,0,45,1,120,0,191,1
"631",3,1,69084,1181,107,199,39,30,30,2,7,3,13,8,0,52,1,109,0,1586,3
"632",3,1,65488,603,45,207,36,18,54,1,3,4,6,1,0,64,0,102,0,963,2
"633",2,1,62466,129,129,259,168,121,83,5,6,3,12,4,0,52,1,107,0,889,2
"634",2,0,32218,10,24,15,13,1,30,1,2,1,3,7,0,62,0,106,1,93,1
"635",2,0,83917,514,22,732,42,198,79,1,6,7,7,3,0,49,0,116,0,1587,2
"636",2,0,46102,14,0,1,0,0,1,1,1,0,2,7,0,60,3,106,0,16,1
"637",2,0,84574,387,20,713,38,54,163,1,9,11,11,5,0,70,0,115,0,1375,2
"638",2,1,56181,121,103,69,8,44,48,1,4,2,7,4,0,60,1,120,0,393,3
"639",2,0,63120,965,69,279,54,41,69,5,8,4,9,7,0,72,1,123,0,1477,3
"640",2,1,73691,707,21,250,85,43,73,2,6,2,8,2,0,51,1,110,1,1179,2
"641",2,1,63381,571,50,142,33,50,159,4,4,5,13,2,0,62,1,123,0,1005,3
"642",3,1,76140,586,66,653,17,0,26,1,5,9,6,2,0,74,0,103,0,1348,2
"643",3,0,62859,1063,89,102,16,12,25,4,9,4,6,6,0,63,1,120,0,1307,3
"644",2,0,45906,305,3,27,4,3,144,2,5,4,4,5,0,58,1,116,1,486,3
"645",2,1,77632,1200,105,758,0,42,147,1,4,2,6,2,0,75,0,118,2,2252,2
"646",3,1,46463,163,2,40,8,11,11,7,3,1,6,6,0,51,2,112,0,235,3
"647",2,1,105471,1009,181,104,202,21,207,0,9,8,13,3,0,52,0,119,2,1724,2
"648",2,0,55282,125,6,73,8,4,19,1,3,1,6,4,0,52,1,108,0,235,1
"649",2,1,78710,721,0,152,119,50,50,3,7,6,12,4,0,45,1,103,0,1092,2
"650",2,1,66886,315,4,62,41,31,146,2,7,1,7,5,0,64,1,111,0,599,3
"651",2,0,98777,1000,19,711,125,115,38,0,4,6,9,1,0,62,0,106,1,2008,2
"652",2,1,29103,16,0,17,6,3,6,2,1,0,3,9,0,37,1,124,0,48,1
"653",2,1,67445,757,80,217,29,80,11,5,9,6,12,6,0,48,1,125,0,1174,3
"654",3,1,50616,30,2,25,0,1,9,1,1,1,4,2,0,72,1,104,0,67,1
"655",2,0,49431,219,3,100,26,0,17,2,7,1,5,8,0,67,1,125,0,365,3
"656",2,0,153924,1,1,1,1,1,1,0,0,0,0,0,0,47,0,107,0,6,1
"657",2,1,61278,111,3,28,2,6,15,2,3,1,4,6,0,69,1,108,0,165,1
"658",2,1,26490,45,47,52,21,20,25,2,3,1,5,6,0,64,0,123,0,210,1
"659",3,1,73059,410,112,420,0,82,71,1,9,3,13,4,0,75,1,112,0,1095,2
"660",3,0,46734,100,1,39,6,1,76,4,3,2,3,6,0,56,3,110,1,223,3
"661",2,1,56253,509,0,65,7,11,5,4,7,2,9,6,0,59,1,121,0,597,3
"662",2,1,19986,3,6,5,0,2,6,1,0,0,3,7,0,37,1,109,0,22,1
"663",2,0,58330,445,53,213,104,98,151,1,6,4,13,4,0,47,1,108,0,1064,2
"664",1,1,25965,2,2,11,41,7,11,1,2,0,3,8,0,42,0,124,0,74,1
"665",2,1,14661,4,1,11,6,2,2,1,1,0,3,6,0,66,0,120,0,26,1
"666",2,1,18690,6,1,7,23,4,19,1,1,1,2,8,0,63,0,120,0,60,1
"667",3,1,45068,14,0,3,0,0,3,1,1,0,2,7,0,48,1,116,0,20,1
"668",1,0,21063,1,10,11,19,3,15,2,2,0,3,6,0,35,1,111,0,59,1
"669",3,1,29187,26,0,6,0,0,2,1,1,0,3,8,0,54,1,116,0,34,1
"670",2,1,54690,111,16,37,7,9,18,3,3,1,5,3,0,51,2,110,0,198,1
"671",3,1,59304,418,61,428,80,51,10,3,7,8,10,5,0,58,1,113,0,1048,2
"672",2,0,59247,327,9,122,19,14,83,5,5,2,9,6,0,60,2,110,0,574,3
"673",2,0,66731,371,159,194,58,106,141,4,4,3,6,3,0,52,1,124,0,1029,2
"674",2,1,77353,275,59,107,69,101,59,2,6,4,8,4,0,42,1,108,0,670,2
"675",3,0,52614,789,0,142,12,9,38,2,2,4,8,8,0,47,1,121,0,990,3
"676",2,1,26751,1,1,5,0,3,1,1,1,0,2,8,0,48,2,103,0,11,1
"677",3,1,81300,1004,12,145,32,12,36,3,10,3,5,5,0,59,1,122,1,1241,3
"678",2,0,70337,187,81,149,25,43,91,1,2,2,12,1,0,43,0,108,0,576,2
"679",2,1,36145,56,4,76,17,1,18,4,4,1,3,9,0,37,1,114,1,172,1
"680",3,0,65295,365,32,117,34,110,6,1,3,3,13,2,0,42,0,108,0,664,2
"681",2,0,68118,595,23,123,10,23,154,2,8,9,4,6,0,59,1,110,0,928,3
"682",2,0,68743,1132,134,384,175,134,115,1,11,5,13,7,0,55,0,124,0,2074,2
"683",2,1,41039,34,11,137,179,61,45,1,8,1,5,8,0,40,0,113,0,467,3
"684",2,1,38946,116,6,82,6,6,41,2,3,1,6,5,0,67,1,110,0,257,1
"685",2,1,65777,565,32,435,28,32,54,1,2,8,6,1,0,55,0,108,0,1146,2
"686",3,0,66476,372,18,126,47,48,78,2,5,2,11,4,0,46,1,118,0,689,3
"687",3,0,86857,899,102,838,133,102,40,1,5,6,10,2,0,50,0,124,0,2114,2
"688",3,1,160803,55,16,1622,17,3,4,15,0,28,1,0,0,40,0,125,0,1717,2
"689",3,1,77845,760,40,480,0,40,26,1,3,5,12,1,0,33,0,103,2,1346,2
"690",3,1,69476,260,86,559,63,9,67,1,4,6,4,2,0,53,0,111,0,1044,2
"691",3,0,50611,459,0,24,6,0,4,6,4,5,7,6,0,62,1,123,1,493,3
"692",2,0,61209,466,0,224,119,49,99,1,5,3,4,2,0,52,0,112,0,957,2
"693",2,1,42315,67,15,80,17,11,80,3,1,4,4,3,0,64,1,114,0,270,1
"694",1,1,13084,2,0,7,3,7,10,1,1,0,3,6,0,70,0,110,0,29,1
"695",2,0,47570,67,1,20,0,2,31,3,2,2,2,7,0,73,2,115,0,121,1
"696",2,1,61923,92,4,18,3,3,6,1,2,1,4,3,0,61,2,113,0,126,1
"697",2,0,34824,4,2,11,2,0,4,1,1,0,2,6,0,27,0,105,0,23,1
"698",3,0,26518,20,1,28,3,3,2,3,2,0,3,8,0,73,2,117,0,57,1
"699",2,0,45938,273,11,178,62,83,29,2,8,4,6,6,0,61,0,110,0,636,3
"700",2,1,78468,434,22,388,104,22,34,1,10,7,10,4,0,62,0,105,1,1004,2
"701",2,0,78901,321,11,309,33,26,34,3,9,3,5,4,0,49,1,111,0,734,3
"702",2,1,71427,212,123,177,15,64,23,2,8,2,8,4,0,44,2,106,0,614,3
"703",2,0,71022,909,12,278,0,12,242,3,5,2,11,8,0,44,1,106,1,1453,3
"704",2,0,90247,1184,32,352,21,16,16,1,3,4,7,1,0,34,0,104,3,1621,2
"705",2,0,41335,112,19,21,16,14,5,3,4,1,4,7,0,54,1,108,0,187,1
"706",2,1,71952,656,80,455,52,107,93,2,8,4,8,4,0,36,1,120,2,1443,2
"707",3,0,35682,23,0,8,6,2,18,1,1,1,3,2,0,52,1,102,0,57,1
"708",2,0,43185,537,6,42,16,6,30,2,9,3,6,8,0,71,1,117,0,637,3
"709",3,1,66375,712,0,45,0,0,191,3,2,4,5,7,0,74,1,109,1,948,3
"710",2,1,35178,23,1,13,2,2,18,1,1,1,2,7,0,51,1,120,1,59,1
"711",2,1,25252,1,3,4,2,2,6,1,1,0,2,8,0,36,1,114,0,18,1
"712",2,0,55250,664,58,83,32,0,66,4,7,5,10,5,0,57,1,122,0,903,3
"713",2,0,33249,6,10,21,19,14,42,2,2,1,3,6,0,47,1,118,0,112,1
"714",2,1,58398,299,5,201,21,21,49,3,5,4,8,4,0,69,0,116,0,596,3
"715",2,1,50272,99,13,66,43,8,4,3,4,1,5,7,0,40,1,113,0,233,1
"716",3,1,76618,749,40,294,121,160,147,1,3,2,5,1,0,47,0,121,0,1511,2
"717",2,0,87305,345,25,501,63,138,80,1,5,3,8,2,0,62,0,123,1,1152,2
"718",2,1,25851,9,4,18,7,5,5,2,2,0,3,7,0,44,1,119,0,48,1
"719",2,0,58710,440,81,368,0,122,174,6,11,5,9,6,0,52,1,117,0,1185,3
"720",2,0,45160,8,2,5,3,0,3,1,1,0,2,7,0,64,2,105,0,21,1
"721",2,1,74806,670,9,249,0,28,9,2,5,4,5,4,0,57,1,120,0,965,3
"722",2,1,59111,524,0,134,28,28,155,1,11,1,8,7,0,68,0,116,0,869,3
"723",3,1,18988,6,0,6,2,1,1,2,1,0,3,7,0,38,1,103,0,16,1
"724",2,1,72190,597,166,597,172,166,249,1,5,6,4,3,0,57,0,119,0,1947,2
"725",2,1,7500,7,0,12,13,7,32,5,4,1,2,9,0,46,1,125,1,71,1
"726",2,1,44794,54,0,7,0,0,4,1,2,0,3,6,0,56,1,103,0,65,1
"727",2,1,80395,445,25,706,80,76,48,1,6,5,12,2,0,67,0,109,1,1380,2
"728",2,0,75012,294,142,218,164,58,151,1,3,8,11,1,0,46,0,107,0,1027,2
"729",2,1,56962,292,3,77,10,3,26,7,6,3,5,7,0,57,3,111,0,411,3
"730",2,1,89891,412,22,132,59,28,183,1,11,6,8,4,0,31,0,117,1,836,2
"731",3,0,35946,8,0,3,0,0,0,1,0,0,3,5,0,73,2,111,0,11,1
"732",3,1,53593,349,4,78,6,0,43,8,7,2,6,8,0,69,2,125,0,480,3
"733",2,1,66373,328,9,124,12,24,109,7,4,2,10,3,0,44,2,115,0,606,3
"734",3,0,45072,144,2,99,7,2,30,5,6,1,4,8,0,74,3,110,0,284,3
"735",2,0,89694,1126,28,211,37,28,42,3,4,3,4,5,0,49,2,111,3,1472,3
"736",2,1,72025,967,0,617,43,50,0,1,4,8,13,2,0,73,0,104,3,1677,2
"737",2,1,67432,432,79,341,177,136,170,2,8,5,4,4,0,49,1,117,0,1335,2
"738",2,1,70545,138,39,63,55,18,21,1,4,1,7,2,0,70,1,103,0,334,1
"739",1,1,17487,0,0,1,7,4,6,1,1,0,2,7,0,33,1,117,0,18,1
"740",2,1,62882,509,133,497,78,24,97,2,7,5,6,4,0,53,1,125,0,1338,2
"741",3,0,64108,948,10,86,13,21,21,4,6,9,11,5,0,69,1,117,0,1099,3
"742",2,1,34941,39,2,25,4,3,24,2,3,0,3,8,0,66,2,118,0,97,1
"743",3,0,48767,28,1,21,3,0,10,3,2,1,3,5,0,72,3,108,0,63,1
"744",2,1,38702,13,11,24,13,8,40,2,3,0,4,6,0,44,1,113,0,109,1
"745",2,1,82224,307,26,360,138,31,40,1,6,9,5,3,0,58,0,107,1,902,2
"746",2,1,83844,901,31,345,75,31,191,1,4,4,11,1,0,70,0,116,1,1574,2
"747",2,1,17003,2,5,12,4,8,7,3,2,0,4,5,0,47,1,109,0,38,1
"748",2,0,71163,283,17,372,138,106,44,1,3,8,12,1,0,27,0,106,0,960,2
"749",2,0,33697,4,3,7,0,3,11,1,1,0,2,7,0,52,1,111,1,28,1
"750",2,1,63564,769,80,252,15,34,65,1,10,10,7,6,0,68,0,107,1,1215,2
"751",3,1,83443,518,42,742,55,56,84,1,6,10,5,2,0,50,0,108,0,1497,2
"752",3,1,51518,350,8,66,17,4,4,2,3,2,10,3,0,64,1,111,0,449,3
"753",2,0,58330,445,53,213,104,98,151,1,6,4,13,4,0,47,1,108,0,1064,2
"754",2,1,80952,778,178,689,41,27,44,1,8,5,11,8,0,53,0,118,3,1757,2
"755",2,1,75507,709,93,374,104,80,80,1,8,6,6,3,0,43,0,104,0,1440,2
"756",2,1,63855,359,35,314,93,116,89,1,7,3,13,4,0,44,0,119,0,1006,2
"757",3,1,62220,799,12,375,16,12,12,5,7,6,5,6,0,50,1,125,0,1226,3
"758",2,1,58512,895,10,101,13,0,152,5,3,4,8,8,0,58,1,111,0,1171,3
"759",2,1,40662,40,2,23,0,4,23,2,2,1,3,4,0,43,1,118,0,92,1
"760",3,1,38829,76,0,7,0,0,16,1,3,2,2,5,0,63,1,105,0,99,1
"761",2,1,35523,11,5,22,12,5,11,2,3,0,3,7,0,41,1,111,0,66,1
"762",2,0,79146,245,16,223,21,43,16,2,8,1,8,6,0,55,2,104,0,564,3
"763",2,1,78285,647,107,391,175,67,40,1,6,4,10,3,0,34,0,110,0,1427,2
"764",3,0,31626,39,1,9,2,1,34,1,2,1,2,7,0,44,1,116,1,86,1
"765",2,0,75127,203,35,305,46,17,227,1,2,11,5,1,0,70,0,103,0,833,2
"766",2,1,48726,138,3,38,4,0,59,3,3,2,4,6,0,67,1,116,0,242,1
"767",2,1,74985,587,51,898,247,0,86,1,3,6,7,2,0,45,0,124,0,1869,2
"768",2,1,67430,595,97,291,127,133,121,1,11,5,12,6,0,35,0,124,0,1364,2
"769",2,1,46891,43,12,23,29,15,61,1,2,1,4,4,0,57,1,112,0,183,1
"770",2,1,62058,301,7,74,10,0,58,4,6,1,7,6,0,66,1,115,0,450,3
"771",2,1,72063,180,32,348,76,32,90,2,5,2,12,2,0,43,1,114,0,758,2
"772",3,1,78939,794,115,243,150,0,205,1,8,5,6,3,0,71,0,108,0,1507,2
"773",2,0,42720,392,5,91,28,26,112,8,7,3,7,8,0,57,2,116,0,654,3
"774",2,1,33622,39,1,22,3,4,12,3,2,0,4,7,0,50,2,117,0,81,1
"775",3,1,6835,107,2,12,2,2,12,0,0,0,1,20,0,65,1,121,0,137,1
"776",2,1,41452,13,0,3,0,0,0,1,1,0,2,7,0,69,2,118,0,16,1
"777",3,0,40760,70,0,17,0,0,6,2,2,1,3,6,0,57,1,112,0,93,1
"778",3,1,74250,680,11,392,75,0,0,1,2,11,4,1,0,64,0,107,0,1158,2
"779",2,0,51124,26,1,11,0,1,4,2,1,0,3,3,0,67,2,108,0,43,1
"780",2,0,72258,522,0,522,227,120,134,2,6,9,5,2,0,51,1,112,0,1525,2
"781",3,0,71466,412,12,546,78,182,0,1,4,4,10,1,0,48,0,105,0,1230,2
"782",2,1,36283,6,5,5,8,0,5,2,1,0,3,4,0,46,2,104,0,29,1
"783",2,0,20587,2,3,6,4,1,9,1,1,1,2,7,0,52,1,104,0,25,1
"784",2,1,30467,1,3,8,2,5,5,1,1,0,2,7,0,50,1,105,0,24,1
"785",2,1,31590,6,2,15,6,6,3,1,1,0,3,8,0,50,1,114,0,38,1
"786",1,1,20425,4,12,5,3,16,17,2,2,0,3,7,0,36,1,122,0,57,1
"787",2,1,17144,18,2,19,0,2,6,5,3,0,4,7,0,62,2,106,0,47,1
"788",3,0,42564,324,48,186,39,18,198,6,6,8,4,7,0,54,1,120,1,813,3
"789",2,1,43783,327,9,125,25,4,139,6,7,1,8,7,0,44,1,103,1,629,3
"790",2,0,40780,229,27,71,13,3,34,4,7,1,5,9,0,46,1,124,0,377,3
"791",2,1,62847,521,168,706,80,76,61,1,3,6,4,2,0,77,0,120,0,1612,2
"792",3,1,82017,184,23,446,30,23,23,1,5,4,7,2,0,65,0,122,3,729,2
"793",2,0,16813,4,8,11,12,2,13,1,2,0,3,7,0,72,0,113,1,50,1
"794",2,1,51267,183,2,64,7,2,12,4,3,3,5,4,0,44,2,110,0,270,1
"795",2,0,46524,31,19,35,26,14,52,2,1,1,5,3,0,61,1,117,0,177,1
"796",2,0,45183,219,3,60,12,9,12,1,4,1,7,7,0,60,0,119,1,315,1
"797",3,1,70421,479,28,136,75,14,35,3,10,3,7,6,0,68,1,102,0,767,3
"798",2,0,60161,584,44,212,46,8,177,3,11,4,8,8,0,57,1,122,0,1071,3
"799",2,1,73926,627,91,597,159,91,15,1,6,5,12,3,0,49,0,118,0,1580,2
"800",2,1,19329,24,1,16,12,2,5,3,4,0,3,8,0,54,1,108,0,60,1
"801",2,1,61872,330,5,159,36,27,16,4,4,4,9,4,0,52,1,108,0,573,3
"802",2,0,46984,19,1,10,2,1,8,1,1,0,3,5,0,66,2,117,0,41,1
"803",2,1,34838,28,23,29,29,14,47,3,2,1,4,6,0,71,2,119,0,170,1
"804",3,0,82716,606,148,228,15,148,22,1,6,8,13,2,0,78,0,110,0,1167,2
"805",2,1,48192,1039,43,204,153,58,29,3,2,8,12,8,0,64,0,117,3,1526,2
"806",2,1,49681,411,0,26,0,0,21,6,7,1,7,7,0,46,2,110,0,458,3
"807",2,1,56850,34,1,19,2,7,0,1,1,1,3,2,0,51,1,105,0,63,1
"808",2,1,55267,161,28,136,32,3,45,4,3,4,6,3,0,65,1,110,0,405,3
"809",2,1,59666,623,53,178,23,17,133,7,3,2,8,8,0,50,2,117,1,1027,3
"810",2,0,72504,604,26,470,123,161,94,2,5,9,6,2,0,50,1,117,0,1478,2
"811",2,1,26872,3,10,8,3,16,32,1,1,1,2,6,0,41,0,110,0,72,1
"812",2,0,21359,12,2,17,6,1,10,2,2,0,3,8,0,50,1,116,0,48,1
"813",2,0,73170,184,174,256,50,30,32,1,5,4,6,2,0,47,0,103,0,726,2
"814",2,1,52750,393,0,239,90,69,69,6,5,7,9,4,0,67,1,119,0,860,3
"815",3,1,91820,410,73,747,76,161,30,0,5,5,12,1,0,36,0,109,0,1497,2
"816",3,1,65968,376,9,83,19,4,4,2,5,4,7,3,0,52,1,103,0,495,3
"817",2,1,30772,7,2,4,2,1,4,1,1,0,2,6,0,46,2,106,0,20,1
"818",2,0,22507,68,0,226,51,157,68,3,10,2,4,9,0,68,0,121,0,570,3
"819",2,1,65685,642,14,49,0,7,57,1,9,2,9,5,0,50,1,105,0,769,3
"820",2,1,25804,8,7,9,13,6,12,2,2,0,3,8,0,44,1,112,0,55,1
"821",3,0,76412,840,53,804,23,71,17,1,5,4,8,3,0,42,0,116,2,1808,2
"822",2,1,22063,7,10,13,3,11,11,2,2,0,3,7,0,50,1,113,0,55,1
"823",2,0,57091,464,5,64,7,0,37,1,7,3,7,5,0,61,0,102,1,577,3
"824",2,1,22419,30,3,47,19,21,42,1,3,2,2,8,0,59,0,116,0,162,1
"825",2,1,87771,1492,38,287,50,57,33,1,5,10,4,6,0,63,1,115,4,1957,2
"826",2,0,78353,752,122,476,39,153,34,1,10,2,11,8,0,63,1,116,0,1576,2
"827",2,1,93404,1279,15,287,20,0,15,3,3,4,7,5,0,68,3,116,2,1616,3
"828",2,0,37859,22,1,8,2,1,2,2,1,0,3,8,0,60,3,120,0,36,1
"829",3,0,80995,860,28,409,73,56,56,1,8,9,4,4,0,64,1,116,0,1482,2
"830",2,1,16529,3,0,5,13,0,1,1,1,0,3,6,0,38,1,106,0,22,1
"831",3,0,55412,10,5,28,11,1,8,1,2,0,3,5,0,46,2,109,0,63,1
"832",2,0,48789,351,16,156,7,5,145,1,6,4,7,6,0,30,0,124,0,680,3
"833",3,1,56575,421,5,90,0,16,10,3,7,3,7,5,0,55,2,116,0,542,3
"834",2,1,25130,2,5,7,0,18,18,2,2,0,3,7,0,42,1,111,0,50,1
"835",2,1,35441,25,1,9,2,1,1,2,1,0,3,8,0,55,2,119,0,39,1
"836",2,1,71391,336,123,274,46,123,141,5,6,5,12,3,0,66,1,117,0,1043,2
"837",2,0,49494,191,9,97,0,6,82,2,6,1,5,7,0,50,1,116,0,385,1
"838",2,0,81702,563,50,774,28,31,187,1,7,7,12,3,0,42,0,123,0,1633,2
"839",2,0,45889,31,0,6,0,1,8,1,1,0,3,6,0,42,1,114,0,46,1
"840",2,0,56628,479,5,82,7,17,171,2,7,6,5,5,0,45,1,105,1,761,3
"841",2,1,34026,18,6,15,12,8,17,3,2,1,3,5,0,72,2,113,0,76,1
"842",2,1,40049,91,65,52,10,44,28,3,3,2,6,5,0,48,1,121,0,290,1
"843",2,0,34176,5,7,24,19,14,20,4,3,0,4,6,0,34,1,103,0,89,1
"844",2,1,19419,2,14,28,16,3,7,4,4,0,3,9,0,41,1,122,0,70,1
"845",2,1,82504,362,50,431,134,35,54,1,3,6,7,1,0,62,0,113,0,1066,2
"846",2,1,81205,724,74,929,97,55,130,1,5,6,7,2,0,52,0,107,3,2009,2
"847",2,0,61618,605,91,399,0,45,205,2,3,6,8,3,0,31,0,123,0,1345,2
"848",2,0,55284,547,7,140,0,7,63,3,7,5,8,5,0,66,1,120,0,764,3
"849",2,0,49980,104,1,54,13,9,14,2,3,1,5,5,0,59,1,110,0,195,1
"850",2,1,15072,8,2,15,0,10,18,4,3,1,3,5,0,42,2,116,0,53,1
"851",2,0,49166,224,2,25,7,0,110,2,5,3,3,6,0,48,1,115,0,368,1
"852",3,1,65324,384,0,102,21,32,5,3,6,2,9,4,0,68,1,108,0,544,3
"853",2,1,82347,556,54,845,202,133,63,1,7,7,10,3,0,65,0,122,2,1853,2
"854",3,1,30843,24,0,2,0,0,9,2,1,1,2,5,0,56,2,103,1,35,1
"855",3,1,46374,408,0,21,0,0,17,3,7,1,7,8,0,48,1,105,2,446,3
"856",2,0,60474,265,199,303,234,9,170,7,10,2,12,7,0,43,1,117,0,1180,2
"857",2,1,38576,34,0,7,0,0,0,1,1,0,3,7,0,49,1,106,0,41,1
"858",2,1,55357,374,64,116,84,25,64,3,6,2,11,5,0,37,2,118,0,727,3
"859",2,1,37758,27,2,10,0,0,1,2,1,0,3,8,0,56,2,123,0,40,1
"860",2,1,85710,600,20,350,29,30,33,1,6,9,10,2,0,33,0,116,1,1062,2
"861",2,1,23228,13,2,18,6,1,0,2,2,0,3,8,0,53,1,107,0,40,1
"862",2,1,44602,167,2,89,0,0,34,6,6,1,4,8,0,53,2,106,0,292,1
"863",2,1,7500,0,2,3,4,1,5,1,0,0,3,6,0,35,0,120,0,15,1
"864",2,1,38683,46,35,69,84,41,66,6,4,1,6,7,0,33,1,123,0,341,3
"865",2,0,49514,88,39,78,58,13,93,2,6,1,4,7,0,47,1,108,0,369,1
"866",3,1,57906,243,11,119,10,3,15,3,4,2,8,4,0,49,1,115,0,401,3
"867",2,0,43456,275,11,68,25,7,7,3,5,1,8,5,0,56,1,117,0,393,3
"868",2,0,19485,6,0,4,0,0,0,1,1,0,2,7,0,36,2,111,0,10,1
"869",2,1,53172,121,62,90,68,20,125,3,2,3,8,3,0,44,1,116,0,486,3
"870",2,1,30545,4,12,15,19,7,12,2,2,0,3,7,0,43,1,123,0,69,1
"871",3,1,70123,1308,0,396,23,0,0,1,5,7,4,3,0,39,0,111,2,1727,2
"872",2,0,62450,515,47,267,62,66,38,2,5,5,4,3,0,63,1,108,1,995,2
"873",2,1,21675,4,0,16,17,4,4,3,4,0,3,7,0,46,1,102,0,45,1
"874",2,0,42395,48,13,57,24,15,25,4,3,1,4,7,0,41,2,105,0,182,1
"875",2,1,61346,562,58,168,43,16,142,1,5,7,10,3,0,44,1,111,0,989,2
"876",2,1,80812,769,22,500,210,143,33,1,4,8,5,2,0,69,0,111,3,1677,2
"877",2,0,42835,379,4,93,12,9,98,7,6,6,4,6,0,51,2,114,0,595,3
"878",2,1,39922,29,12,59,19,1,36,2,3,0,4,8,0,39,1,119,0,156,1
"879",2,0,86424,387,68,569,89,45,68,1,6,9,12,1,0,66,0,105,0,1226,2
"880",2,1,17117,12,23,38,30,18,7,4,3,1,3,9,0,44,1,119,0,128,1
"881",2,0,24762,6,10,12,3,15,40,3,3,1,2,8,0,50,1,106,1,86,1
"882",2,1,35797,27,1,14,4,1,21,2,2,0,3,8,0,47,1,123,0,68,1
"883",2,0,36627,9,1,5,0,0,1,1,0,0,3,5,0,47,2,113,0,16,1
"884",2,1,51111,22,0,19,6,5,3,2,2,0,3,6,0,41,2,102,0,55,1
"885",3,0,86857,899,102,838,133,102,40,1,5,6,10,2,0,50,0,124,0,2114,2
"886",3,1,82072,889,55,685,168,92,129,1,3,2,13,1,0,52,0,114,0,2018,2
"887",3,0,46231,189,2,55,0,5,12,4,6,1,4,9,0,69,3,121,0,263,3
"888",2,1,42243,48,0,2,0,0,5,2,2,0,3,7,0,63,2,109,0,55,1
"889",2,1,51195,230,14,156,82,24,58,8,9,2,5,8,0,60,2,117,0,564,3
"890",2,0,68092,852,60,207,78,36,48,2,2,6,10,5,0,44,0,108,0,1281,2
"891",2,1,31814,35,3,20,4,1,20,2,2,0,3,9,0,49,1,119,1,83,1
"892",2,0,51390,205,20,47,23,2,56,6,5,2,5,5,0,57,2,124,0,353,3
"893",2,1,76630,255,31,446,40,56,175,1,3,10,11,1,0,39,0,107,0,1003,2
